Preferential,RooCode_0,Roo_accum,Roo_rvcformula,productCode,Roo_indir,reporter,RooText_1,FtaStatusDesc,Roo_outward,Roo_demin,Coo_pen,FtaId,ProductAffected_0,FtaScope,RooText_0,RooCode_1,FtaStatusDate,Coo_ver,Roo_terr,partner,Roo_packaging,Roo_draw,Coo_adv,Roo_trans,FtaCode,Roo_sets,Coo_valid,Coo_exmptcoo,Roo_mo,ProductAffected_1,Coo_err,Roo_fungible,rank,Roo_exhibitions,Roo_accessories,FtaType,Roo_roll,Coo_comp,FtaName,Coo_approved,Coo_app,Coo_coo,Coo_sup,Coo_retention,Coo_refund,Coo_tpi,MFN,Roo_wo
,,,,8703900000,,458,,,,,,94,,,,,,,,096,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,360,,,,,,94,,,,,,,,116,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,699,,,,,,68,,,,,,,,410,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,139,,,,,,,,392,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,764,,,,,,199,,,,,,,,104,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,484,,,,,,852,,,,,,,,152,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,410,,,,,,68,,,,,,,,410,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,579,,,,,,337,,,,,,,,438,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,94,,,,,,,,702,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,699,,,,,,150,,,,,,,,392,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,156,,,,,,68,,,,,,,,410,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,699,,,,,,100,,,,,,,,410,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,579,,,,,,124,,,,,,,,352,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,842,,,,,,465,,,,,,,,410,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,CTH and RVC 50%,bilateral,build down,8703900000,included,352,,IN FORCE,not included,included (10%),not provided,281,,"Bilateral, Country-Country","Change to this heading from any other heading, provided that there is a Regional Value Content of not less than 50%",,01.07.2014,Indirect,included,156,included,not included,provided,included,ITC00287,not included,1 year (for single shipment),included (less than US$600),provided,,not provided,not included,4,not included,included,Free trade agreement,included,provided,"FTA, China-Iceland",included,provided,authorized body,provided,3 years,within 1 year,not provided,,provided
,RVC 50% (40% for GSTP LDCs),diagonal,not included,8703900000,not included,410,,IN FORCE,not included,not included,not provided,873,,"Plurilateral, Country-Country","(a) Within the meaning of Rule 1 (b), products worked on or processed as a result of which the total value of the materials, parts or produce originating from non-participants or of undetermined origin used does not exceed 50 per cent of the f.o.b. value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting participant shall be eligible for preferential concessions subject to the provisions of Rule 3 (c) and Rule 4. RULE 10: Special criteria percentage Products originating in participating least developed countries can be allowed a favourable 10 percentage points applied to the percentages established in Rules 3 and 4. Thus, for Rule 3, the percentage would not exceed 60 percent, and for Rule 4, the percentage would not be less than 50 per cent.",,19.04.1989,not provided,not included,144,included,not included,not provided,included,ITC00903,not included,not provided,not included,not provided,,not provided,not included,3,not included,not included,Partial scope agreement,not included,not provided,GSTP,not included,not provided,authorized body,not provided,not provided,not included,not provided,,provided
,RVC 40%,diagonal,build down,8703900000,included,704,,IN FORCE,not included,included (10%),not provided,197,,"Plurilateral, Country-Group","A good shall be treated as an originating good if the good has a regional value content of not less than 40 per cent of FOB calculated using the formula as described in Article 5 of this ANNEX, and the final process of production is performed within a Party",,01.07.2005,Indirect,not included,156,included,allowed,provided,included,ITC00203,not included,1 year (for single shipment),included (less than US$200),provided,,provided,materials only,2,included,included,Free trade agreement,included,not provided,"FTA, ASEAN-China",included,provided,authorized body,provided,3 years,within 12 months,provided,,provided
,RVC 45% (35% for APTA LDCs),diagonal,import content,8703900000,not included,410,,IN FORCE,not included,not included,not provided,68,,"Plurilateral, Country-Country","(a) Within the meaning of Rule 1(b), products worked on or processed as a result of which the total value of the materials, parts or produce originating from nonParticipating States or of undetermined origin used does not exceed 55 per cent of the f.o.b. value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting Participating State shall be eligible for preferential concessions, subject to the provisions of Rule 3(c), (d) and (e). RULE 10: Special criteria percentage Products originating in least developed Participating States can be allowed a favorable 10 percentage points applied to the percentages established in Rules 3 and 4. Thus, for Rule 3, the percentage would not exceed 65 percent, and for Rule 4, the percentage would not be less than 50 percent.",,01.01.2021,Indirect,not included,496,included,not included,not provided,included,ITC00069,not included,1 year,not included,provided,,provided,not included,4,included,not included,Partial scope agreement,not included,provided,APTA (formerly Bangkok Agreement),not included,not provided,authorized body,provided,2 years,not included,not provided,,provided
,,,,8703900000,,702,,,,,,94,,,,,,,,410,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,764,,,,,,94,,,,,,,,458,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,764,,,,,,199,,,,,,,,116,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,"RVC 60% (for Argentina, Brazil), RVC 50% (for Uruguay), RVC 30% (for Mexico)",diagonal,included,8703900000,included,076,,IN FORCE,included,included,provided,48,,"Plurilateral, Country-Group","2 Salvo por lo dispuesto en el párrafo 5 de este Artículo, un producto automotor contenido en los literales a) al d) del Artículo 3° del Acuerdo será considerado como originario si, como resultado de un proceso de producción realizado enteramente en el territorio de Argentina o Brasil el ICR es al menos de 60 por ciento, en el caso de Uruguay es al menos de 50 por ciento o en el caso de México, es al menos de: Año 2002 20% 2003 20% 2004 25% 2005 27% 2006 en adelante 30%",,01.01.2003,Indirect,included,484,included,not included,not provided,included,ITC00048,included (RVC 93%),180 days,not included,not provided,,not provided,materials only,2,not included,included,Partial scope agreement,included,not provided,AAP.CE 55: MERCOSUR-Mexico,not included,not provided,authorized body,not provided,5 years,within 30 days,not provided,,provided
,,,,8703900000,,826,,,,,,1044,,,,,,,,392,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,458,,,,,,139,,,,,,,,116,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,360,,,,,,139,,,,,,,,096,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,418,,,,,,197,,,,,,,,096,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,862,,,,,,633,,,,,,,,076,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,852,,,,,,,,124,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,579,,,,,,337,,,,,,,,410,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,418,,,,,,94,,,,,,,,116,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,608,,,,,,139,,,,,,,,104,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,104,,,,,,197,,,,,,,,096,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,862,,,,,,633,,,,,,,,192,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,764,,,,,,139,,,,,,,,116,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,757,,,,,,342,,,,,,,,438,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,458,,,,,,199,,,,,,,,116,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,392,,,,,,139,,,,,,,,360,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,842,,,,,,653,,,,,,,,484,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,CTH and RVC 62.5%,diagonal and full,build down / net cost,8703900000,included,842,"A change to any other good of subheading 8703.21 through 8703.90 from any other heading, provided there is a regional value content of not less than 75 percent under the net cost method.",IN FORCE,not included,included (10%),provided,872,"For a motor vehicle with a compression-ignition engine, a three or four-wheeled motorcycle, a motorhome or motorhome entertainer, or a vehicle solely or principally for off-road use of subheading 8703.21 through 8703.90 ","Plurilateral, Country-Country","A change to a motor vehicle with a compression-ignition engine, a three or four-wheeled motorcycle, a motorhome or motorhome entertainer, or a vehicle solely or principally for off-road use of subheading 8703.21 through 8703.90 from any other heading, provided there is a regional value content of not less than 62.5 percent under the net cost method",CTH and RVC 75%,01.07.2020,Indirect,included,484,included,prohibition,within 120 days,included,ITC00902,included (RVC 93%),4 years (for multiple shipments),included (less than US$1000),,For any other good of subheading 8703.21 through 8703.90 ,provided,materials & final goods,4,not included,included,Free trade agreement,included,not provided,US-Mexico-Canada Agreement (USMCA),included,provided,self-certification,,5 years,within 1 year,provided,,
,,,,8703900000,,764,,,,,,94,,,,,,,,608,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,757,,,,,,337,,,,,,,,352,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,,,,8703900000,,554,,,,,,852,,,,,,,,152,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,(CTH + ECT) or (CTH + ALW 50%),diagonal and full,import content,8703900000,included,757,,IN FORCE,not included,included (10%),provided,326,,"Plurilateral, Country-Group","A change to heading 87.03 through 87.04 from any heading outside that group, except from heading 87.06 or A change to heading 87.03 through 87.04 from heading 87.06, whether or not there is also a change from any other heading outside that group, provided that the value of the non-originating materials of heading 87.06 does not exceed 50 % of the transaction value or ex-works price of the product.",,01.07.2009,Indirect,not included,124,included,not included,not provided,included,ITC00332,included (RVC 75%),12 months (for multiple shipments),amount not specified,provided,,not provided,materials only,4,included,included,Free trade agreement,included,not provided,"FTA, EFTA-Canada",included,provided,self-certification,not provided,3 years,included,not provided,,provided
,RVC 45/55%,diagonal and full,build up / build down / focused value / import content / net cost,8703900000,included,604,,IN FORCE,not included,included (10%),provided,852,,"Plurilateral, Country-Country","No change in tariff classification required for a good of heading 87.02 through 87.05, provided there is a regional value content of not less than: (a) 45 per cent under the net cost method; or (b) 55 per cent under the build-down method.",,19.09.2021,Direct,included,036,included,not included,within 150 days,included,ITC00882,included (RVC 90%),1 year (for multiple shipments),included (less than US$1000),not provided,,provided,materials & final goods,3,not included,included,Free trade agreement,included,not provided,CPTPP,included,provided,self-certification/authorized body,provided,5 years,within 1 year,provided,,provided
,,,,8703900000,,156,,,,,,68,,,,,,,,156,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,RVC 45% (35% for APTA LDCs),diagonal,import content,8703900000,not included,144,,IN FORCE,not included,not included,not provided,68,,"Plurilateral, Country-Country","(a) Within the meaning of Rule 1(b), products worked on or processed as a result of which the total value of the materials, parts or produce originating from nonParticipating States or of undetermined origin used does not exceed 55 per cent of the f.o.b. value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting Participating State shall be eligible for preferential concessions, subject to the provisions of Rule 3(c), (d) and (e). RULE 10: Special criteria percentage Products originating in least developed Participating States can be allowed a favorable 10 percentage points applied to the percentages established in Rules 3 and 4. Thus, for Rule 3, the percentage would not exceed 65 percent, and for Rule 4, the percentage would not be less than 50 percent.",,01.01.2002,Indirect,not included,156,included,not included,not provided,included,ITC00069,not included,1 year,not included,provided,,provided,not included,2,included,not included,Partial scope agreement,not included,provided,APTA (formerly Bangkok Agreement),not included,not provided,authorized body,provided,2 years,not included,not provided,,provided
,RVC 40%,bilateral,build down,8703900000,included,764,,IN FORCE,not included,included (7 or 10%),provided,139,,"Plurilateral, Country-Group",RVC 40%,,01.06.2009,Indirect,included,392,included,not included,not provided,included,ITC00144,not included,1 year (for single shipment),included (less than JPY 200000 or USD 200),provided,,provided,materials only,5,not included,included,Free trade agreement,included,not provided,"EPA, ASEAN-Japan",not included,not provided,authorized body,provided,3 years,within 12 months,provided,,provided
,RVC 45/55%,diagonal and full,build up / build down / focused value / import content / net cost,8703900000,included,704,,IN FORCE,not included,included (10%),provided,852,,"Plurilateral, Country-Country","No change in tariff classification required for a good of heading 87.02 through 87.05, provided there is a regional value content of not less than: (a) 45 per cent under the net cost method; or (b) 55 per cent under the build-down method.",,14.01.2019,Direct,included,392,included,not included,within 150 days,included,ITC00882,included (RVC 90%),1 year (for multiple shipments),included (less than US$1000),not provided,,provided,materials & final goods,3,not included,included,Free trade agreement,included,not provided,CPTPP,included,provided,self-certification/authorized body,provided,5 years,within 1 year,provided,,provided
,,,,8703900000,,702,,,,,,199,,,,,,,,608,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,197,,,,,,,,116,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,757,,,,,,326,,,,,,,,352,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,438,,,,,,337,,,,,,,,410,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,139,,,,,,,,608,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,RVC 40%,bilateral,build down,8703900000,included,458,,IN FORCE,not included,included (7 or 10%),provided,139,,"Plurilateral, Country-Group",RVC 40%,,01.02.2009,Indirect,included,392,included,not included,not provided,included,ITC00144,not included,1 year (for single shipment),included (less than JPY 200000 or USD 200),provided,,provided,materials only,5,not included,included,Free trade agreement,included,not provided,"EPA, ASEAN-Japan",not included,not provided,authorized body,provided,3 years,within 12 months,provided,,provided
,,,,8703900000,,418,,,,,,68,,,,,,,,418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,94,,,,,,,,096,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,392,,,,,,139,,,,,,,,116,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,764,,,,,,139,,,,,,,,360,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,RVC 45% (35% for APTA LDCs),diagonal,import content,8703900000,not included,496,,IN FORCE,not included,not included,not provided,68,,"Plurilateral, Country-Country","(a) Within the meaning of Rule 1(b), products worked on or processed as a result of which the total value of the materials, parts or produce originating from nonParticipating States or of undetermined origin used does not exceed 55 per cent of the f.o.b. value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting Participating State shall be eligible for preferential concessions, subject to the provisions of Rule 3(c), (d) and (e). RULE 10: Special criteria percentage Products originating in least developed Participating States can be allowed a favorable 10 percentage points applied to the percentages established in Rules 3 and 4. Thus, for Rule 3, the percentage would not exceed 65 percent, and for Rule 4, the percentage would not be less than 50 percent.",,01.01.2021,Indirect,not included,410,included,not included,not provided,included,ITC00069,not included,1 year,not included,provided,,provided,not included,4,included,not included,Partial scope agreement,not included,provided,APTA (formerly Bangkok Agreement),not included,not provided,authorized body,provided,2 years,not included,not provided,8%,provided
,,,,8703900000,,608,,,,,,94,,,,,,,,418,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,94,,,,,,,,116,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,852,,,,,,,,036,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,826,,,,,,969,,,,,,,,352,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,496,,,,,,68,,,,,,,,144,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,RVC 60%,cross-cumulation,import content,8703900000,included,792,,IN FORCE,included,included (10%),provided,356,,"Plurilateral, Country-Group",Manufacture in which the value of all the materials used does not exceed 40 % of the ex-works price of the product,,01.04.1992,Indirect,included,757,included,prohibition,not provided,included,ITC00362,included (RVC 85%),4 months,included (less than EUR 500),provided,,provided,materials only,2,included,included,Free trade agreement,included,not provided,"FTA, EFTA-Turkey",included,not provided,authorized body,provided,3 years,included,not provided,,provided
,,,,8703900000,,418,,,,,,94,,,,,,,,410,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,139,,,,,,,,458,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,458,,,,,,139,,,,,,,,360,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,496,,,,,,68,,,,,,,,496,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,608,,,,,,197,,,,,,,,360,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,139,,,,,,,,116,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,,,,8703900000,,484,,,,,,342,,,,,,,,352,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,818,,,,,,873,,,,,,,,144,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,600,,,,,,48,,,,,,,,032,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,858,,,,,,633,,,,,,,,076,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,197,,,,,,,,104,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,608,,,,,,139,,,,,,,,392,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,197,,,,,,,,608,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,94,,,,,,,,458,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,199,,,,,,,,116,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,144,,,,,,68,,,,,,,,144,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,858,,,,,,633,,,,,,,,192,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,199,,,,,,,,096,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,116,,,,,,94,,,,,,,,104,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,600,,,,,,605,,,,,,,,032,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,RVC 45% (35% for APTA LDCs),diagonal,import content,8703900000,not included,050,,IN FORCE,not included,not included,not provided,68,,"Plurilateral, Country-Country","(a) Within the meaning of Rule 1(b), products worked on or processed as a result of which the total value of the materials, parts or produce originating from nonParticipating States or of undetermined origin used does not exceed 55 per cent of the f.o.b. value of the products produced or obtained and the final process of manufacture is performed within the territory of the exporting Participating State shall be eligible for preferential concessions, subject to the provisions of Rule 3(c), (d) and (e). RULE 10: Special criteria percentage Products originating in least developed Participating States can be allowed a favorable 10 percentage points applied to the percentages established in Rules 3 and 4. Thus, for Rule 3, the percentage would not exceed 65 percent, and for Rule 4, the percentage would not be less than 50 percent.",,01.01.2021,Indirect,not included,496,included,not included,not provided,included,ITC00069,not included,1 year,not included,provided,,provided,not included,4,included,not included,Partial scope agreement,not included,provided,APTA (formerly Bangkok Agreement),not included,not provided,authorized body,provided,2 years,not included,not provided,,provided
,,,,8703900000,,458,,,,,,94,,,,,,,,418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,438,,,,,,124,,,,,,,,352,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,604,,,,,,633,,,,,,,,192,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,608,,,,,,199,,,,,,,,360,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,496,,,,,,68,,,,,,,,156,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,608,,,,,,139,,,,,,,,360,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,,,,8703900000,,579,,,,,,356,,,,,,,,438,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,94,,,,,,,,608,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
,,,,8703900000,,764,,,,,,94,,,,,,,,418,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,050,,,,,,68,,,,,,,,410,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,410,,,,,,94,,,,,,,,096,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,139,,,,,,,,096,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,CTH or RVC 50%,diagonal,included,8703900000,not included,604,,IN FORCE,not included,not included,not provided,633,,"Plurilateral, Country-Country","c) Las mercancías elaboradas en sus territorios utilizando materiales de países no participantes en el acuerdo, siempre que resulten de un proceso de transformación realizado en alguno de los países participantes que les confiera una nueva individualidad caracterizada por el hecho de quedar clasificadas en la NALADISA en partida diferente a la de dichos materiales.d) Las mercancías que resulten de operaciones de ensamble o montaje, realizadas en el territorio de un país participante utilizando materiales originarios de los países participantes del acuerdo y de terceros países, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países no exceda del 50 (cincuenta) por ciento del valor FOB de exportación de tales mercancías.",,28.09.1988,Indirect,included,076,not included,not included,not provided,included,ITC00649,not included,180 days,not included,provided,,not provided,not included,2,not included,not included,Partial scope agreement,not included,not provided,"Regional group, Aladi: A.REG 04",not included,not provided,authorized body,not provided,not provided,not included,provided,,provided
,RVC 60%,diagonal,import content,8703900000,included,699,,IN FORCE,not included,not included,not provided,605,,"Plurilateral, Country-Group","1.- For the purpose of Art. 2.I.(b), the products listed in Annex I and Annex II are considered to be originating when the CIF value of all nonoriginating materials from countries other than the Signatory Parties and/or of undetermined origin used in its manufacture does not exceed 40% of the FOB value of the final product and the final process of manufacture is performed within the territory of the exporting Signatory Party subject to fulfillment of the provisions of Article.6.",,01.06.2009,Combined,not included,032,included,not included,not provided,included,ITC00619,included (RVC 85%),180 days,not included,provided,,not provided,materials only,2,not included,included,Partial scope agreement,not included,not provided,MERCOSUR-India,not included,not provided,authorized body,not provided,5 years,not included,provided,,provided
,,,,8703900000,,1012,,,,,,873,,,,,,,,699,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,757,,,,,,326,,,,,,,,438,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,484,,,,,,153,,,,,,,,392,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,418,,,,,,139,,,,,,,,392,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,CTH or RVC 50%,diagonal,included,8703900000,not included,600,,IN FORCE,not included,not included,not provided,633,,"Plurilateral, Country-Country","c) Las mercancías elaboradas en sus territorios utilizando materiales de países no participantes en el acuerdo, siempre que resulten de un proceso de transformación realizado en alguno de los países participantes que les confiera una nueva individualidad caracterizada por el hecho de quedar clasificadas en la NALADISA en partida diferente a la de dichos materiales.d) Las mercancías que resulten de operaciones de ensamble o montaje, realizadas en el territorio de un país participante utilizando materiales originarios de los países participantes del acuerdo y de terceros países, cuando el valor CIF puerto de destino o CIF puerto marítimo de los materiales originarios de terceros países no exceda del 50 (cincuenta) por ciento del valor FOB de exportación de tales mercancías.",,03.05.2012,Indirect,included,591,not included,not included,not provided,included,ITC00649,not included,180 days,not included,provided,,not provided,not included,2,not included,not included,Partial scope agreement,not included,not provided,"Regional group, Aladi: A.REG 04",not included,not provided,authorized body,not provided,not provided,not included,provided,,provided
,,,,8703900000,,702,,,,,,852,,,,,,,,484,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,94,,,,,,,,608,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,392,,,,,,852,,,,,,,,036,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,,,,8703900000,,704,,,,,,139,,,,,,,,096,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
,,,,8703900000,,699,,,,,,199,,,,,,,,458,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
,,,,8703900000,,702,,,,,,139,,,,,,,,116,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,,,,8703900000,,458,,,,,,94,,,,,,,,410,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
